/Users/siya/Desktop/data/IMG/center_2019_05_08_00_15_45_888.jpg, /Users/siya/Desktop/data/IMG/left_2019_05_08_00_15_45_888.jpg, /Users/siya/Desktop/data/IMG/right_2019_05_08_00_15_45_888.jpg, 0, 0, 0, 7.802252E-05
/Users/siya/Desktop/data/IMG/center_2019_05_08_00_15_46_001.jpg, /Users/siya/Desktop/data/IMG/left_2019_05_08_00_15_46_001.jpg, /Users/siya/Desktop/data/IMG/right_2019_05_08_00_15_46_001.jpg, 0, 0, 0, 7.874684E-05
/Users/siya/Desktop/data/IMG/center_2019_05_08_00_15_46_104.jpg, /Users/siya/Desktop/data/IMG/left_2019_05_08_00_15_46_104.jpg, /Users/siya/Desktop/data/IMG/right_2019_05_08_00_15_46_104.jpg, 0, 0, 0, 7.777435E-05
/Users/siya/Desktop/data/IMG/center_2019_05_08_00_15_46_205.jpg, /Users/siya/Desktop/data/IMG/left_2019_05_08_00_15_46_205.jpg, /Users/siya/Desktop/data/IMG/right_2019_05_08_00_15_46_205.jpg, 0, 0, 0, 7.858368E-05
/Users/siya/Desktop/data/IMG/center_2019_05_08_00_15_46_308.jpg, /Users/siya/Desktop/data/IMG/left_2019_05_08_00_15_46_308.jpg, /Users/siya/Desktop/data/IMG/right_2019_05_08_00_15_46_308.jpg, 0, 0, 0, 7.784715E-05
/Users/siya/Desktop/data/IMG/center_2019_05_08_00_15_46_421.jpg, /Users/siya/Desktop/data/IMG/left_2019_05_08_00_15_46_421.jpg, /Users/siya/Desktop/data/IMG/right_2019_05_08_00_15_46_421.jpg, 0, 0, 0, 7.818068E-05
/Users/siya/Desktop/data/IMG/center_2019_05_08_00_15_46_538.jpg, /Users/siya/Desktop/data/IMG/left_2019_05_08_00_15_46_538.jpg, /Users/siya/Desktop/data/IMG/right_2019_05_08_00_15_46_538.jpg, 0, 0, 0, 7.939385E-05
/Users/siya/Desktop/data/IMG/center_2019_05_08_00_15_46_643.jpg, /Users/siya/Desktop/data/IMG/left_2019_05_08_00_15_46_643.jpg, /Users/siya/Desktop/data/IMG/right_2019_05_08_00_15_46_643.jpg, 0, 0, 0, 7.784979E-05
/Users/siya/Desktop/data/IMG/center_2019_05_08_00_15_46_754.jpg, /Users/siya/Desktop/data/IMG/left_2019_05_08_00_15_46_754.jpg, /Users/siya/Desktop/data/IMG/right_2019_05_08_00_15_46_754.jpg, 0, 0, 0, 7.869763E-05
/Users/siya/Desktop/data/IMG/center_2019_05_08_00_15_46_867.jpg, /Users/siya/Desktop/data/IMG/left_2019_05_08_00_15_46_867.jpg, /Users/siya/Desktop/data/IMG/right_2019_05_08_00_15_46_867.jpg, 0, 0, 0, 7.77581E-05
